こんにちは。	Hello.	Note: When は is used as a particle (more on this later), it is pronounced as wa.	[sound:1.mp3]	こんにちは。			
ごちそうさま。	Thank you for the meal (set phrase said after eating to show thanks).		[sound:25.mp3]	ごちそうさま。			
鈴木さん・・・あの・・・すみません・・・	あの: umm. Often used when you are about to start a sentence and want to get someone's attention (who may or may not be listening).		[sound:26.mp3]	鈴木[すずき]さん・・・あの・・・すみません・・・			
はじめまして。鈴木です。	Name + です: I'm (name).		[sound:27.mp3]	はじめまして。 鈴木[すずき]です。			
はじめまして。鈴木博です。	When people introduce themselves, they often say both their first and last name. The order in Japanese is last name, then first name.		[sound:28.mp3]	はじめまして。 鈴木[すずき] 博[ひろし]です。			
鈴木さんですか。	か: turns a statement into a question.		[sound:29.mp3]	鈴木[すずき]さんですか。			
鈴木さんは・・・あの・・・	は: subject marker of a sentence (resembles is/are)	Often translated as As for (word preceding は)...<br>Mr. Suzuki is... umm...<br>As for Mr. Suzuki... umm...	[sound:30.mp3]	鈴木[すずき]さんは・・・あの・・・			
鈴木さんは学生。	学生: student	"Note: there is no ""a"" or ""the"" in Japanese."	[sound:31.mp3]	鈴木[すずき]さんは 学生[がくせい]。			
博さんは学生ですか。	Noun + です: makes a sentence more polite.	Can also be used with adjectives, verbs (in some forms), and other grammar.	[sound:32.mp3]	博[ひろし]さんは 学生[がくせい]ですか。			
はい、彼は学生です。	彼: He		[sound:33.mp3]	はい、 彼[かれ]は 学生[がくせい]です。			
はい、学生です。	Pronouns/names are often left out of sentences when you can infer who/what is being talked about.		[sound:34.mp3]	はい、 学生[がくせい]です。			
すみません、あなたは学生ですか。	あなた: You (neutral tone)		[sound:35.mp3]	すみません、あなたは 学生[がくせい]ですか。			
学生ですか。	"あなた (and any other ""you"") Is usually avoided wherever possible. It's better to use the person's name, or just avoid any pronoun altogether. Since this is a question, it can probably be inferred that the speaker is asking the listener."		[sound:36.mp3]	学生[がくせい]ですか。			
博は学生？	"If you are talking to 博, and decide to use his name instead of just omitting you, the above sentence has the English feel of ""Are you a student?"""		[sound:37.mp3]	博[ひろし]は 学生[がくせい]？			
はい、学生。	"A sentence can be made of a single noun. Meaning/subject/object is inferred based on context. So this can be interpreted as ""yes, I'm a student."""		[sound:38.mp3]	はい、 学生[がくせい]。			
ペンです。	ペン: pen	This/that/it (depending on context) is a pen.	[sound:39.mp3]	ペンです。			
英語です。	英語: English (language)	This/that/it is English.	[sound:40.mp3]	英語[えいご]です。			
あの・・・一ですか。	一: one (number)		[sound:41.mp3]	あの・・・ 一[いち]ですか。			
一時ですか。	時: o–clock. Attached to the numbers 1 to 24 to tell the time.		[sound:42.mp3]	一時[いちじ]ですか。			
今は一時です。	今: now		[sound:43.mp3]	今[いま]は 一時[いちじ]です。			
一時？	A か isn't required to ask a question. Just raise the intonation at the end of a sentence to have the same effect (less polite). In writing, just add a question mark. You don't need to add a question mark after か.		[sound:44.mp3]	一時[いちじ]？			
博ちゃん・・・？何？	何: what	Note: 何 pronunciation changes to なん when attached to certain words.	[sound:45.mp3]	博[ひろし]ちゃん・・・？ 何[なに]？			
すみません、何時ですか。	何時: what time is it?	Note: 何 pronunciation changes to なん when attached to a noun or comes before です。	[sound:46.mp3]	すみません、 何[なん] 時[じ]ですか。			
博ちゃんは一歳です。	歳: ...years old		[sound:47.mp3]	博[ひろし]ちゃんは 一歳[いっさい]です。			
鈴木さんは何歳ですか。	何歳: how old		[sound:48.mp3]	鈴木[すずき]さんは 何[なん] 歳[さい]ですか。			
鈴木さんのペンです。	の: possessive particle. X's Y.	Note: This/that/it is Mr. Suzuki's pen.	[sound:49.mp3]	鈴木[すずき]さんのペンです。			
博ちゃんは英語の学生。	の: 1. Of (Noun order is reversed in Japanese) 2. One noun that is a type of another noun	Note: 英語の学生 can be interpreted as Student of English or English student.<br>Note 2: noun1 の (verb) noun2 = the noun2 that (verb) noun1	[sound:50.mp3]	博[ひろし]ちゃんは 英語[えいご]の 学生[がくせい]。			
すみません、日本ですか。	日本: Japan	Note: Is this/that Japan?	[sound:51.mp3]	すみません、 日本[にほん]ですか。			
彼は日本人ですか。	人: attached at the end of a country name to turn a country name into a person of that country.		[sound:52.mp3]	彼[かれ]は 日本人[にほんじん]ですか。			
そう。彼は日本人。	そう: That's right. That is so.	"Note: the そう part means ""that"" or ""like that"""	[sound:53.mp3]	そう。 彼[かれ]は 日本人[にほんじん]。			
そうですか。	Is that so? Is that right?		[sound:54.mp3]	そうですか。			
これはペンです。	これ: This (when referring to an object close to you).		[sound:55.mp3]	これはペンです。			
私は日本人です。	私: I		[sound:56.mp3]	私[わたし]は 日本人[にほんじん]です。			
いいえ。これは私のペンです。	"私: I when attached to の, becomes my. Literally ""the pen of I"" or ""I's pen."""		[sound:57.mp3]	いいえ。これは 私[わたし]のペンです。			
それはあなたのペン。	それ: That (Used to refer to an object away from the speaker but close to the listener).		[sound:58.mp3]	それはあなたのペン。			
私のペンですね。	ね: Right? Attached at the end of sentences when you want to confirm something, or just agree.		[sound:59.mp3]	私[わたし]のペンですね。			
あれは何？	あれ: That. (Used to refer to something away from both the speaker and listener)		[sound:60.mp3]	あれは 何[なに]？			
これ、高いですね。	高い: expensive	Note: は is sometimes left out of sentences as seen here (you will see this later with all grammar particles).	[sound:61.mp3]	これ、 高[たか]いですね。			
そうですね。このペンは高いです。	この: This (when referring to an object close to you).	Note: Same meaning as これ, but when これ comes before a noun it becomes この.	[sound:62.mp3]	そうですね。このペンは 高[たか]いです。			
このペンも高いです。	も: also (often follows a noun).		[sound:63.mp3]	このペンも 高[たか]いです。			
そのペンは？	その: That (used to refer to an object away from the speaker but close to the listener).	Note: Same meaning as それ, but when それ comes before a noun it becomes その.	[sound:64.mp3]	そのペンは？			
そのペンも高いですよ。	よ: attached to the end of sentences when the speaker wants to inform the listener of something or assure him of something.		[sound:65.mp3]	そのペンも 高[たか]いですよ。			
すみません、あのペンは何ですか。	あの: That (used to refer to something away from both the speaker and listener).	Note: Same meaning as あれ, but when あれ comes before a noun it becomes あの.	[sound:66.mp3]	すみません、あのペンは 何[なん]ですか。			
そのペンはいくら？	いくら: how much?		[sound:67.mp3]	そのペンはいくら？			
これですか。一円ですよ。	円: yen		[sound:68.mp3]	これですか。 一円[いちえん]ですよ。			
高い？安いよ！	安い: cheap		[sound:69.mp3]	高[たか]い？ 安[やす]いよ！			
あなたは誰ですか。	誰: who		[sound:70.mp3]	あなたは 誰[だれ]ですか。			
私？博ちゃんの友達です。	友達: friend		[sound:71.mp3]	私[わたし]？ 博[ひろし]ちゃんの 友達[ともだち]です。			
これは誰のペンですか。	誰の: Whose		[sound:72.mp3]	これは 誰[だれ]のペンですか。			
このペン？そのペン？あのペン？どれですか。	どれ: Which?		[sound:73.mp3]	このペン？そのペン？あのペン？どれですか。			
このペン？そのペン？あのペン？どのペン？	どの: Which?	Note: Same meaning as どれ, but when どれ comes before a noun it becomes どの.	[sound:74.mp3]	このペン？そのペン？あのペン？どのペン？			
どれが鈴木さんのペンですか。	が: the grammar particle attached to question words instead of は.	Note: more on が later.	[sound:75.mp3]	どれが 鈴木[すずき]さんのペンですか。			
ここは日本ですか。	ここ: here (near me)		[sound:76.mp3]	ここは 日本[にほん]ですか。			
本当ですか。	本当: really	"Note: can also just mean ""real"""	[sound:77.mp3]	本当[ほんとう]ですか。			
そこは日本？本当？	そこ: there (near you)		[sound:78.mp3]	そこは 日本[にほん]？ 本当[ほんとう]？			
ペンはどこ？	どこ: where		[sound:79.mp3]	ペンはどこ？			
ペンですか。あそこですよ。	あそこ: over there		[sound:80.mp3]	ペンですか。あそこですよ。			
これはペンじゃありません。	じゃありません: used to (politely) negate a noun (not a...)	Note: Can also be used with a certain type of adjective.	[sound:81.mp3]	これはペンじゃありません。			
じゃあ、あれは何？	じゃあ: well...		[sound:82.mp3]	じゃあ、あれは 何[なに]？			
ペンをください。	をください: please give me (noun)		[sound:83.mp3]	ペンをください。			
お願いします、鈴木さん！	お願いします: please (used when asking for a favor, or when you want something)		[sound:84.mp3]	お 願[ねが]いします、 鈴木[すずき]さん！			
ペンをお願いします。	をお願いします: (polite) please give me (noun)		[sound:85.mp3]	ペンをお 願[ねが]いします。			
ペンをどうぞ。	をどうぞ: here is (noun) – (when politely offering (noun) to someone).		[sound:86.mp3]	ペンをどうぞ。			
あのペンはとても高いね。	とても: very		[sound:87.mp3]	あのペンはとても 高[たか]いね。			
英語はとても難しいですね。	難しい: difficult		[sound:88.mp3]	英語[えいご]はとても 難[むずか]しいですね。			
鈴木さん、大丈夫ですか。	"大丈夫: okay (as in ""are you okay"")"		[sound:89.mp3]	鈴木[すずき]さん、 大丈夫[だいじょうぶ]ですか。			
大丈夫じゃありません。私は寒いです！	寒い: cold		[sound:90.mp3]	大丈夫[だいじょうぶ]じゃありません。 私[わたし]は 寒[さむ]いです！			
今日は寒い。	今日: today		[sound:91.mp3]	今日[きょう]は 寒[さむ]い。			
はい、食べます。	食べます: will eat (polite)		[sound:92.mp3]	はい、 食[た]べます。			
今は食べません。	食べません: will not eat (polite)		[sound:93.mp3]	今[いま]は 食[た]べません。			
あれは鈴木さんのりんごですか。	りんご: apple		[sound:94.mp3]	あれは 鈴木[すずき]さんのりんごですか。			
どのりんごを食べますか？	を: grammar particle used to show that a noun is the target (direct) object of a verb.	"Note: ""Which apple will you eat?"""	[sound:95.mp3]	どのりんごを 食[た]べますか？			
明日は何を食べますか？	明日: tomorrow		[sound:96.mp3]	明日[あした]は 何[なに]を 食[た]べますか？			
それは映画ですか。	映画: movie		[sound:97.mp3]	それは 映画[えいが]ですか。			
映画を見ますか。	見ます: will watch/see (polite)		[sound:98.mp3]	映画[えいが]を 見[み]ますか。			
今日は映画を見ません。	見ません: will not watch (polite)		[sound:99.mp3]	今日[きょう]は 映画[えいが]を 見[み]ません。			
鈴木さんの家はあそこですか。	家: house, home		[sound:100.mp3]	鈴木[すずき]さんの 家[いえ]はあそこですか。			
家で映画を見ます。	で: at (grammar particle following a place)	"Note: depending on context, で can also mean ""in"" a place."	[sound:101.mp3]	家[いえ]で 映画[えいが]を 見[み]ます。			
明日は月曜日ですか。	月曜日: Monday		[sound:102.mp3]	明日[あした]は 月曜日[げつようび]ですか。			
月曜日に映画を見ますか。	に: on/at (grammar particle used to signify the time something takes place)		[sound:103.mp3]	月曜日[げつようび]に 映画[えいが]を 見[み]ますか。			
時々りんごを食べます。	時々: sometimes		[sound:104.mp3]	時々[ときどき]りんごを 食[た]べます。			
月曜日に映画を見ませんか。	Negated form of verb plus question acts as an invitation to do that action with the speaker.	"Note 1: Literal translation: ""On Monday, you won't see a movie?""<br>Note 2: Real Meaning: On Monday, want to see a movie?"	[sound:105.mp3]	月曜日[げつようび]に 映画[えいが]を 見[み]ませんか。			
このりんごはどう？	どう: how is (noun) ... how about (noun)	"Note 1: can also be used before a verb to ask ""how do/did (you) verb""."	[sound:106.mp3]	このりんごはどう？			
どのりんごが美味しい？	美味しい: delicious		[sound:107.mp3]	どのりんごが 美味[おい]しい？			
その映画はとても面白いですよ！	面白い: interesting		[sound:108.mp3]	その 映画[えいが]はとても 面白[おもしろ]いですよ！			
この映画はいいね！	いい: good, great		[sound:109.mp3]	この 映画[えいが]はいいね！			
あなたは映画をよく見ますか？	よく: often		[sound:110.mp3]	あなたは 映画[えいが]をよく 見[み]ますか？			
一時に行きますか？	行きます: will go (polite)		[sound:111.mp3]	一時[いちじ]に 行[い]きますか？			
日本によく行きますか？	に: to	"Note: Depending on context, に has a feeling of ""towards""<br>Note 2: に can also be used with a verb to show where the verb is taking place (on/at)."	[sound:112.mp3]	日本[にほん]によく 行[い]きますか？			
彼は日本に行きません。	行きません: will not go (polite)		[sound:113.mp3]	彼[かれ]は 日本[にほん]に 行[い]きません。			
いつ日本に行きますか。	いつ: When		[sound:114.mp3]	いつ 日本[にほん]に 行[い]きますか。			
月曜日に博ちゃんの家へ行きます。	へ: to (grammar particle).	Note: Similar to に. When used as grammar, pronunciation is the same as え and doesn't have an h sound.	[sound:115.mp3]	月曜日[げつようび]に 博[ひろし]ちゃんの 家[いえ]へ 行[い]きます。			
明日はここに来ますか。	来ます: will come (polite)		[sound:116.mp3]	明日[あした]はここに 来[き]ますか。			
彼は来ませんよ。	来ません: will not come (polite)		[sound:117.mp3]	彼[かれ]は 来[き]ませんよ。			
安い英語の本はどこですか。	本: book		[sound:118.mp3]	安[やす]い 英語[えいご]の 本[ほん]はどこですか。			
家で英語の本をよく読みます。	読みます: read (polite)		[sound:119.mp3]	家[いえ]で 英語[えいご]の 本[ほん]をよく 読[よ]みます。			
彼は家で本を読みません。	読みません: don't read (polite)		[sound:120.mp3]	彼[かれ]は 家[いえ]で 本[ほん]を 読[よ]みません。			
この水はいいですね！	水: water		[sound:121.mp3]	この 水[みず]はいいですね！			
お水を飲みますか。	飲みます: will drink (polite)	Note: some add an お at the beginning of certain words either for politeness or smoothness of a sentence. So both お水 and 水 mean water.	[sound:122.mp3]	お 水[みず]を 飲[の]みますか。			
私ですか。今はお水を飲みません。	飲みません: will not drink (polite)		[sound:123.mp3]	私[わたし]ですか。 今[いま]はお 水[みず]を 飲[の]みません。			
あれは誰の音楽？	音楽: music		[sound:124.mp3]	あれは 誰[だれ]の 音楽[おんがく]？			
どこで音楽を聞きますか	聞きます: listen (polite)		[sound:125.mp3]	どこで 音楽[おんがく]を 聞[き]きますか			
家で音楽を聞きません。	聞きません: don't listen (polite)		[sound:126.mp3]	家[いえ]で 音楽[おんがく]を 聞[き]きません。			
月曜日に何をしますか。	します: will do (polite)		[sound:127.mp3]	月曜日[げつようび]に 何[なに]をしますか。			
ペンはありますか？	あります: there is/are... (Polite)	Note: Only when talking about non–sentient, non–living objects.<br>Ex: pen, car, plant	[sound:128.mp3]	ペンはありますか？			
ペンがあります。	が: works similar to は and presents or introduces the target of a sentence, as opposed to the subject.	Note: don't over–think the difference between は and が. They will feel very similar right now but you will pick it up through massive exposure.	[sound:129.mp3]	ペンがあります。			
鈴木さんの家にあのペンがあります。	に: when using あります, required grammar particle that follows the place where something is at.	Note: also used with います (more on this later).<br>Note 2: に can also be used with a verb to show where the verb is taking place (on/at)	[sound:130.mp3]	鈴木[すずき]さんの 家[いえ]にあのペンがあります。			
博ちゃん、ペンはありますか。	あります: have (polite).	"Note: Remember these 2 different uses of あります (""have"" and ""there is/are"")."	[sound:131.mp3]	博[ひろし]ちゃん、ペンはありますか。			
一円はありません。	ありません: not have (polite)		[sound:132.mp3]	一円[いちえん]はありません。			
ここにりんごはありません。	ありません: there isn't/aren't ... (polite)		[sound:133.mp3]	ここにりんごはありません。			
この店のりんごはとても美味しいですよ！	店: store		[sound:134.mp3]	この 店[みせ]のりんごはとても 美味[おい]しいですよ！			
店に学生がいます。	います: there is/are... (noun)	"Note 1: only when talking about living, sentient things or people. (Ex: person, dog)<br>Note 2: can also mean ""be there"" depending on context (more examples later)"	[sound:135.mp3]	店[みせ]に 学生[がくせい]がいます。			
ここに日本人はいません。	いません: there isn't/aren't ... (polite)		[sound:136.mp3]	ここに 日本人[にほんじん]はいません。			
彼は友達がいません。	いません: not have (polite)		[sound:137.mp3]	彼[かれ]は 友達[ともだち]がいません。			
鈴木さんの家はこの店の前です。	前: front	"Note: (Noun) + の + (directional): directional of the noun.<br>Note 2: 店の前: front of the store<br>Note 3: 前 also means ""before"" depending on context."	[sound:138.mp3]	鈴木[すずき]さんの 家[いえ]はこの 店[みせ]の 前[まえ]です。			
私の家はその店の隣。	隣: next to		[sound:139.mp3]	私[わたし]の 家[いえ]はその 店[みせ]の 隣[となり]。			
あの店にテーブルはありません。	テーブル: table		[sound:140.mp3]	あの 店[みせ]にテーブルはありません。			
ペンはテーブルの下ですよ。	下: below/under		[sound:141.mp3]	ペンはテーブルの 下[した]ですよ。			
ペンはテーブルの上ですね。	上: above		[sound:142.mp3]	ペンはテーブルの 上[うえ]ですね。			
その店の前にレストランがあります。	レストラン: restaurant		[sound:143.mp3]	その 店[みせ]の 前[まえ]にレストランがあります。			
店の前で本を読みました。	読みました: read (past tense) – (polite)		[sound:144.mp3]	店[みせ]の 前[まえ]で 本[ほん]を 読[よ]みました。			
月曜日に店に行きました。	行きました: went to (polite)		[sound:145.mp3]	月曜日[げつようび]に 店[みせ]に 行[い]きました。			
一時に店に行きませんでした。	行きませんでした: didn't go to (polite)		[sound:146.mp3]	一時[いちじ]に 店[みせ]に 行[い]きませんでした。			
昨日は彼の家に行きました。	昨日: yesterday		[sound:147.mp3]	昨日[きのう]は 彼[かれ]の 家[いえ]に 行[い]きました。			
友達は私の家に来ました。	来ました: came to (polite)		[sound:148.mp3]	友達[ともだち]は 私[わたし]の 家[いえ]に 来[き]ました。			
鈴木さんは私の店に来ませんでした。	来ませんでした: didn't come (polite)		[sound:149.mp3]	鈴木[すずき]さんは 私[わたし]の 店[みせ]に 来[き]ませんでした。			
鈴木さんは学生でした。	でした: was a... makes a noun past tense (polite).		[sound:150.mp3]	鈴木[すずき]さんは 学生[がくせい]でした。			
あれは日本の音楽じゃありませんでした。	じゃありませんでした: wasn't a .... negates a noun past tense (polite).		[sound:151.mp3]	あれは 日本[にほん]の 音楽[おんがく]じゃありませんでした。			
りんごをたくさん食べました。	たくさん: a lot of		[sound:152.mp3]	りんごをたくさん 食[た]べました。			
家で一時間音楽を聞きました。	時間: hour		[sound:153.mp3]	家[いえ]で 一時間[いちじかん] 音楽[おんがく]を 聞[き]きました。			
店の前で一時間ぐらい音楽を聞きました。	ぐらい: about		[sound:154.mp3]	店[みせ]の 前[まえ]で 一時間[いちじかん]ぐらい 音楽[おんがく]を 聞[き]きました。			
今日はあなたと鈴木さんを見ました。	と: and (connects two nouns)		[sound:155.mp3]	今日[きょう]はあなたと 鈴木[すずき]さんを 見[み]ました。			
私は友達と店に行きました。	と: together with (person, noun)	"Note: Can also mean ""with"" or ""compared with"""	[sound:156.mp3]	私[わたし]は 友達[ともだち]と 店[みせ]に 行[い]きました。			
店に行きました。鈴木さんの家にも行きました。	も: also (can be attached to other particles to show that you also did some action)		[sound:157.mp3]	店[みせ]に 行[い]きました。 鈴木[すずき]さんの 家[いえ]にも 行[い]きました。			
どうしてその店に行きましたか。	どうして: why		[sound:158.mp3]	どうしてその 店[みせ]に 行[い]きましたか。			
どうしてこの犬が水を飲みませんでしたか。	犬: dog		[sound:159.mp3]	どうしてこの 犬[いぬ]が 水[みず]を 飲[の]みませんでしたか。			
昨日はご飯を食べませんでした。	ご飯: meal		[sound:160.mp3]	昨日[きのう]はご 飯[はん]を 食[た]べませんでした。			
さっき、水を飲みました。	さっき: just a little while ago		[sound:161.mp3]	さっき、 水[みず]を 飲[の]みました。			
日本でテニスをしますか。	テニス: tennis	Note: Unlike English, sports and many other activities use the verb to do (します), not the verb to play.	[sound:162.mp3]	日本[にほん]でテニスをしますか。			
今日はテニスをしません。	しません: to not do (polite)		[sound:163.mp3]	今日[きょう]はテニスをしません。			
昨日もテニスをしませんでした。	しませんでした: didn't do (polite)		[sound:164.mp3]	昨日[きのう]もテニスをしませんでした。			
月曜日に何を買いますか。	買います: will buy (polite)		[sound:165.mp3]	月曜日[げつようび]に 何[なに]を 買[か]いますか。			
犬を買いません。	買いません：will not buy (polite)		[sound:166.mp3]	犬[いぬ]を 買[か]いません。			
鈴木さんはりんごを買いませんでした。	買いませんでした: did not buy (polite)		[sound:167.mp3]	鈴木[すずき]さんはりんごを 買[か]いませんでした。			
昨日は美味しいりんごをたくさん食べました。	い adjectives, those ending in い can be simply placed before a noun to describe it.		[sound:168.mp3]	昨日[きのう]は 美味[おい]しいりんごをたくさん 食[た]べました。			
あそこの店のテーブルはとても綺麗ですね。	綺麗: pretty		[sound:169.mp3]	あそこの 店[みせ]のテーブルはとても 綺麗[きれい]ですね。			
この家で綺麗なテーブルを見ましたか。	な adjectives, those not ending in い, require a な in between the adjective and the noun.		[sound:170.mp3]	この 家[いえ]で 綺麗[きれい]なテーブルを 見[み]ましたか。			
その映画はとても面白かったです。	面白かったです: was interesting (polite).		[sound:172.mp3]	その 映画[えいが]はとても 面白[おもしろ]かったです。			
友達と映画を見ました。面白くありませんでした。	面白くありませんでした: wasn't interesting (polite).		[sound:173.mp3]	友達[ともだち]と 映画[えいが]を 見[み]ました。 面白[おもしろ]くありませんでした。			
誰の映画がよかったですか。	よかった: was good. Comes from the adjective いい which has a special conjugation exception.		[sound:174.mp3]	誰[だれ]の 映画[えいが]がよかったですか。			
この安い本はよくありませんでした。	よくありませんでした: wasn't good (polite). Comes from the adjective いい which has a special conjugation exception.		[sound:175.mp3]	この 安[やす]い 本[ほん]はよくありませんでした。			
いつ綺麗な人を見ましたか。	人: person		[sound:176.mp3]	いつ 綺麗[きれい]な 人[ひと]を 見[み]ましたか。			
あの人は綺麗じゃありません。	綺麗じゃありません: not pretty (polite)	Note: な adjective conjugation	[sound:177.mp3]	あの 人[ひと]は 綺麗[きれい]じゃありません。			
昨日は日本人を見ました。とても綺麗でした。	綺麗でした: was pretty (polite)	Note: な adjective conjugation	[sound:178.mp3]	昨日[きのう]は 日本人[にほんじん]を 見[み]ました。とても 綺麗[きれい]でした。			
月曜日に友達を見ました。綺麗じゃありませんでした。	綺麗じゃありませんでした: was not pretty (polite)	Note: な adjective conjugation	[sound:179.mp3]	月曜日[げつようび]に 友達[ともだち]を 見[み]ました。 綺麗[きれい]じゃありませんでした。			
今日の映画は面白くないです。	面白くないです: not interesting (polite)	Note: Whenever (politely) negating a noun or adjective in the present tense, you can replace the ありません with ない and add です.	[sound:180.mp3]	今日[きょう]の 映画[えいが]は 面白[おもしろ]くないです。			
昨日の映画は面白くなかったです。	面白くなかったです: was not interesting (polite)	Note: Whenever (politely) negating a noun or adjective in the past tense, you can replace the ありませんでした with なかった and add です.	[sound:181.mp3]	昨日[きのう]の 映画[えいが]は 面白[おもしろ]くなかったです。			
この美味しいお水が好きです！	好き: like	Note 1: like and dislike are treated as な adjectives and not as verbs.<br>Note 2: When appearing after a noun: (Noun) が好き: I like (noun)<br>Note 3: を can also be used depending on context.	[sound:182.mp3]	この 美味[おい]しいお 水[みず]が 好[す]きです！			
どうして日本の映画が嫌い??	嫌い: dislike (な adjective)		[sound:183.mp3]	どうして 日本[にほん]の 映画[えいが]が 嫌[きら]い??			
博ちゃん、明日映画を見ましょう！	見ましょう: let's see... (Suggesting to do something)		[sound:184.mp3]	博[ひろし]ちゃん、 明日[あした] 映画[えいが]を 見[み]ましょう！			
この映画がとても好きです！見ましょうか。	見ましょうか: shall we see...?		[sound:185.mp3]	この 映画[えいが]がとても 好[す]きです！ 見[み]ましょうか。			
あの店の人がちょっと好きです。	ちょっと: a little		[sound:186.mp3]	あの 店[みせ]の 人[ひと]がちょっと 好[す]きです。			
どんな映画が嫌い？	どんな: what kind of		[sound:187.mp3]	どんな 映画[えいが]が 嫌[きら]い？			
家であまり水を飲みません。	あまり: not very much		[sound:188.mp3]	家[いえ]であまり 水[みず]を 飲[の]みません。			
鈴木さんはいつまで家にいますか。	まで: until		[sound:189.mp3]	鈴木[すずき]さんはいつまで 家[いえ]にいますか。			
明日の天気はよくありません。	天気: weather		[sound:190.mp3]	明日[あした]の 天気[てんき]はよくありません。			
私を嫌いですか？でも私はあなたが好きですよ！	でも: but (comes at beginning of a sentence)		[sound:191.mp3]	私[わたし]を 嫌[きら]いですか？でも 私[わたし]はあなたが 好[す]きですよ！			
明日一緒に映画を見ましょうか。	一緒に: together	Note: Depending on the type of use, に can be dropped from 一緒に.	[sound:192.mp3]	明日[あした] 一緒[いっしょ]に 映画[えいが]を 見[み]ましょうか。			
日本のどこが楽しい？	楽しい: fun		[sound:193.mp3]	日本[にほん]のどこが 楽[たの]しい？			
この本は新しくありません。	新しくありません: not new (polite)		[sound:194.mp3]	この 本[ほん]は 新[あたら]しくありません。			
この本の英語はあまり難しくありませんでした。	難しくありませんでした: was not difficult (polite).		[sound:195.mp3]	この 本[ほん]の 英語[えいご]はあまり 難[むずか]しくありませんでした。			
家で簡単な本を読みます。	簡単: easy		[sound:196.mp3]	家[いえ]で 簡単[かんたん]な 本[ほん]を 読[よ]みます。			
いつその人と話しますか。	話します: will talk to (polite)		[sound:197.mp3]	いつその 人[ひと]と 話[はな]しますか。			
昨日の一時につまらない人と話しました。	つまらない: boring		[sound:198.mp3]	昨日[きのう]の 一時[いちじ]につまらない 人[ひと]と 話[はな]しました。			
大きい家は嫌いじゃありません。	大きい: big		[sound:199.mp3]	大[おお]きい 家[いえ]は 嫌[きら]いじゃありません。			
でも小さい家がとても好きです。	小さい: small		[sound:200.mp3]	でも 小[ちい]さい 家[いえ]がとても 好[す]きです。			
大きい家に帰ります。	帰ります: will go home (polite)		[sound:201.mp3]	大[おお]きい 家[いえ]に 帰[かえ]ります。			
小さい家に帰りません。	帰りません: will not go home (polite)		[sound:202.mp3]	小[ちい]さい 家[いえ]に 帰[かえ]りません。			
りんごを食べます。それから水を飲みます。	それから: and then		[sound:203.mp3]	りんごを 食[た]べます。それから 水[みず]を 飲[の]みます。			
可愛い犬がとても好きですよ。	可愛い: cute		[sound:204.mp3]	可愛[かわい]い 犬[いぬ]がとても 好[す]きですよ。			
